"code","name","lat","long","metro"
"MSV","MSV - Sullivan County International Airport",41.702564,-74.8009,4376
"MYA","MYA - Moruya Airport",-35.902554,150.14696,11565
"MYG","MYG - Mayaguana Airport (Abraham's Bay Airport)",22.379759,-73.01259,11566
"NAJ","NAJ - Nakhchivan International Airport",39.189613,45.457935,3563
"NAQ","NAQ - Qaanaaq Airport",77.48564,-69.37486,8569
"NOB","NOB - Nosara Airport",9.980252,-85.65034,11569
"NZY","NZY - NAS North Island (Halsey Field)",32.69783,-117.20437,122
"OER","OER - Örnsköldsvik Airport",63.40778,18.9925,5879
"ONQ","ONQ - Zonguldak Airport",41.506546,32.09059,5172
"ONX","ONX - Enrique Adolfo Jiménez Airport",9.359904,-79.86428,2530
"ORB","ORB - Örebro Airport",59.22748,15.046246,3286
"OSH","OSH - Wittman Regional Airport",43.994022,-88.55132,3623
"OTK","OTK - Tillamook Airport (FAA: TMK)",45.418205,-123.81437,7658
"OVS","OVS - Sovetsky Airport",61.328194,63.598705,5375
"OWB","OWB - Owensboro–Daviess County Airport",37.746437,-87.16329,1757
"OXR","OXR - Oxnard Airport",34.198505,-119.20651,1111
"PAO","PAO - Palo Alto Airport (Santa Clara County Airport)",37.45501,-122.110794,298
"PHO","PHO - Point Hope Airport",68.34888,-166.79872,11581
"PMV","PMV - Santiago Mariño Caribbean International Airport",10.917886,-63.969147,2307
"POG","POG - Port-Gentil International Airport",-0.719964,8.753584,3410
"PRB","PRB - Paso Robles Municipal Airport",35.672077,-120.637985,3111
"PSN","PSN - Palestine Municipal Airport",31.781397,-95.70498,6126
"PTS","PTS - Atkinson Municipal Airport",37.44947,-94.73114,2818
"QBC","QBC - Bella Coola Airport",52.38782,-126.587906,11587
"RBD","RBD - Dallas Executive Airport",32.68069,-96.86719,66
"RIE","RIE - Rice Lake Regional Airport (Carl's Field) (FAA: RPD)",45.420353,-91.77381,7491
"RKE","RKE - Roskilde Airport",55.590385,12.12934,567
"RRR","RRR - Raroia Airport",-15.855571,-142.26804,11591
"RVN","RVN - Rovaniemi Airport",66.5631,25.830078,4496
"RWL","RWL - Rawlins Municipal Airport (Harvey Field)",41.8056,-107.19994,7627
"SAQ","SAQ - San Andros Airport",25.052261,-78.04308,11594
"SCC","SCC - Deadhorse Airport",70.19716,-148.46109,11595
"SEE","SEE - Gillespie Field",32.826733,-116.97251,122
"SHH","SHH - Shishmaref Airport",66.25288,-166.0802,11597
"SKN","SKN - Stokmarknes Airport, Skagen",68.58077,15.021333,8318
"SNP","SNP - St. Paul Island Airport",57.157745,-170.22989,11599
"SNW","SNW - Thandwe Airport",18.457895,94.29883,11600
"SNY","SNY - Sidney Municipal Airport (Lloyd W. Carr Field)",41.1448682,-102.9767382,8050
"STD","STD - Mayor Buenaventura Vivas Airport",7.571383,-72.04406,11602
"SVU","SVU - Savusavu Airport",-16.8031,179.34073,5868
"TBI","TBI - New Bight Airport",24.3148241,-75.4576380366393,11604
"TEZ","TEZ - Tezpur Airport",26.698792,92.76873,4578
"TGM","TGM - Târgu Mureș International Airport",46.46758,24.423246,1979
"TGR","TGR - Sidi Mahdi Airport",33.06637,6.0917554,5277
"TIW","TIW - Tacoma Narrows Airport",47.26783,-122.57742,4572
"TIZ","TIZ - Tari Airport",-5.8441005,142.94754,8821
"TMX","TMX - Timimoun Airport",29.236944,0.275556,5229
"TOC","TOC - Toccoa Airport (R.G. LeTourneau Field)",34.59044,-83.29648,5088
"TSJ","TSJ - Tsushima Airport",34.285904,129.32608,5836
"TVU","TVU - Matei Airport",-16.690687,-179.87718,11613
"UEO","UEO - Kumejima Airport",26.36488,126.71759,11614
"ULK","ULK - Lensk Airport",60.722443,114.831505,6153
"VAI","VAI - Vanimo Airport",-2.691944,141.30222,7283
"VAW","VAW - Vardø Airport, Svartnes",70.35633,31.040512,11617
"VDZ","VDZ - Valdez Airport (Pioneer Field)",61.13389,-146.24834,11618
"VPY","VPY - Chimoio Airport",-19.14868,33.426086,2305
"VTN","VTN - Miller Field",42.85779953,-100.5479965,11620
"WEF","WEF - Weifang Airport",36.646667,119.11833,43
"WGO","WGO - Winchester Regional Airport (FAA: OKV)",39.14301,-78.14752,3305
"WMX","WMX - Wamena Airport",-4.1001215,138.95169,11623
"WTK","WTK - Noatak Airport",67.56355,-162.97737,11624
"YAA","YAA - Anahim Lake Airport (TC: CAJ4)",52.4574,-125.30694,11625
"YAZ","YAZ - Tofino/Long Beach Airport",49.074963,-125.765434,11626
"YBK","YBK - Baker Lake Airport",64.30442,-96.07593,11627
"YBL","YBL - Campbell River Airport",49.951378,-125.271965,4143
"YCL","YCL - Charlo Airport",47.990997,-66.33087,7370
"YCZ","YCZ - Fairmont Hot Springs Airport",50.330734,-115.874756,11630
"YIO","YIO - Pond Inlet Airport",72.69524,-77.95569,11631
"YJA","YJA - Jasper Airport",52.996677,-118.060295,11632
"YLL","YLL - Lloydminster Airport",53.310467,-110.06789,4828
"YME","YME - Matane Airport",48.855515,-67.456024,6322
"YMN","YMN - Makkovik Airport",55.077175,-59.18826,11635
"YNP","YNP - Natuashish Airport (TC: CNH2)",55.9191523,-61.1117056,11636
"YOJ","YOJ - High Level Airport",58.615658,-117.16571,11637
"YPY","YPY - Fort Chipewyan Airport",58.76766,-111.116936,11638
"YQL","YQL - Lethbridge Airport",49.63004,-112.78919,3662
"YSC","YSC - Sherbrooke Airport",45.441544,-71.68928,2449
"YSO","YSO - Postville Airport (TC: CCD4)",54.9085358,-59.7758614329036,11641
"YTL","YTL - Big Trout Lake Airport",53.818764,-89.83509,11642
"YXH","YXH - Medicine Hat Airport",50.022125,-110.72186,4302
"YXZ","YXZ - Wawa Airport",47.9667,-84.7867,11644
"YYL","YYL - Lynn Lake Airport",56.86242,-101.06819,11645
"ZBF","ZBF - Bathurst Airport",47.62969971,-65.73889923,6078
"ZFD","ZFD - Fond-du-Lac Airport",59.335125,-107.18445,11647
"ZUM","ZUM - Churchill Falls Airport",53.5617,-64.09897,11648
"ABS","ABS - Abu Simbel Airport",22.367252,31.610336,11649
"ABU","ABU - Haliwen Airport",-9.076008,124.90747,6570
"ACZ","ACZ - Zabol Airport",31.08782,61.54285,2693
"ADK","ADK - Adak Airport",51.881317,-176.64822,11652
"ADU","ADU - Ardabil Airport",38.324066,48.42015,1374
"ADX","ADX - RAF Leuchars",56.375908,-2.857591,1983
"AFA","AFA - San Rafael Airport",-34.588299,-68.4039,3550
"AFL","AFL - Alta Floresta Airport",-9.872357,-56.105198,4849
"AHD","AHD - Ardmore Downtown Executive Airport (FAA: 1F0)",34.151905,-97.12233,5502
"AHE","AHE - Ahe Airport",-14.42755,-146.25626,11658
"AHJ","AHJ - Hongyuan Airport",32.5367833,102.350229534524,11659
"AKV","AKV - Akulivik Airport",60.818607,-78.14861,11660
"AKW","AKW - Aghajari Airport",30.74611,49.674446,11661
"ALE","ALE - Alpine–Casparis Municipal Airport (FAA: E38)",30.386278,-103.681404,8051
"ALH","ALH - Albany Airport",-34.94329834,117.8089981,5627
"ALS","ALS - San Luis Valley Regional Airport",37.443848,-105.86451,7345
"ALX","ALX - Thomas C. Russell Field",32.916332,-85.95969,5673
"ANW","ANW - Ainsworth Regional Airport",42.576176,-100.000465,11666
"AOE","AOE - Anadolu Airport",39.812946,30.528275,2668
"AOO","AOO - Altoona–Blair County Airport",40.295128,-78.323906,2394
"ARD","ARD - Alor Island Airport",-8.135741,124.59344,11669
"ARW","ARW - Arad International Airport",46.17237,21.278345,6116
"ASD","ASD - Andros Town International Airport",24.698364,-77.795265,11671
"ATM","ATM - Altamira Airport",-3.2535655,-52.24909,3521
"AWA","AWA - Awasa Airport",7.095038,38.398605,1515
"AYP","AYP - Coronel FAP Alfredo Mendívil Duarte Airport",-13.15359,-74.20623,2471
"BBB","BBB - Benson Municipal Airport",45.33190155,-95.65059662,8218
"BDP","BDP - Bhadrapur Airport (Chandragadhi Airport)",26.569523,88.07745,3776
"BFT","BFT - Beaufort County Airport (FAA: ARW)",32.411488,-80.634476,3756
"BFV","BFV - Buriram Airport",15.228529,103.25067,5686
"BHS","BHS - Bathurst Airport",-33.413685,149.65508,11679
"BIM","BIM - South Bimini Airport",25.701363,-79.2726,11680
"BIR","BIR - Biratnagar Airport",26.482447,87.26352,1544
"BJB","BJB - Bojnord Airport",37.489807,57.307716,2186
"BJR","BJR - Bahir Dar Airport",11.602981,37.32352,2162
"BKB","BKB - Nal Airport",28.055561,73.19627,1361
"BLJ","BLJ - Mostépha Ben Boulaid Airport",35.757286,6.309525,2055
"BMO","BMO - Bhamo Airport",24.26829,97.24973,11686
"BPI","BPI - Miley Memorial Field",42.585068,-110.11115,11687
"BRR","BRR - Barra Airport",57.025356,-7.44946,11688
"BSC","BSC - José Celestino Mutis Airport",6.202606,-77.394684,11689
"BSK","BSK - Biskra Airport",34.79194,5.7335796,2526
"BSO","BSO - Basco Airport",20.451561,121.98067,7500
"BUA","BUA - Buka Island Airport",-5.420128,154.67491,8444
"BUN","BUN - Gerardo Tobar López Airport",3.8199327,-76.9905902085,1563
"BVH","BVH - Vilhena Airport (Brigadeiro Camarão Airport)",-12.689778,-60.100487,3790
"BVS","BVS - Breves Airport",-1.6351127,-50.442217291989,2507
"BWX","BWX - Banyuwangi Airport",-8.312371,114.33939,2808
"BXG","BXG - Bendigo Airport",-36.73832,144.32635,3476
"BXR","BXR - Bam Airport",29.080536,58.44945,3268
"BZL","BZL - Barisal Airport",22.798735,90.299835,2352
"CAB","CAB - Cabinda Airport",-5.596699,12.188059,1059
"CAD","CAD - Wexford County Airport",44.27987,-85.41643,7198
"CAH","CAH - Cà Mau Airport",9.175962,105.1757,1939
"CAL","CAL - Campbeltown Airport / RAF Machrihanish",55.43703,-5.6622324,11703
"CAT","CAT - Cascais Municipal Aerodrome",38.721943,-9.353611,281
"CAU","CAU - Caruaru Airport (Oscar Laranjeiras Airport)",-8.282731,-36.012905,810
"CBG","CBG - Cambridge Airport",52.20771,0.1703386,5443
"CBL","CBL - Tomás de Heres Airport",8.125555,-63.537666,1310
"CBT","CBT - Catumbela Airport",-12.493838,13.490208,694
"CED","CED - Ceduna Airport",-32.12393,133.70172,8457
"CFG","CFG - Jaime González Airport",22.15,-80.41389,2661
"CFN","CFN - Donegal Airport",55.038177,-8.342579,11711
"CGM","CGM - Camiguin Airport",9.25152,124.7047,2600
"CJA","CJA - Mayor General FAP Armando Revoredo Iglesias Airport",-7.13753,-78.48983,2556
"CJF","CJF - Coondewanna Airport",-22.9642029,118.8123347,11714
"CJJ","CJJ - Cheongju International Airport",36.721977,127.49589,662
"CJL","CJL - Chitral Airport",35.886112,71.79972,5681
"CJM","CJM - Chumphon Airport",10.714516,99.35873,5564
"CKN","CKN - Crookston Municipal Airport (Kirkwood Field)",47.841087,-96.62027,4022
"CKW","CKW - Graeme Rowley Aerodrome",-22.356678,119.65211,11719
"CKZ","CKZ - Çanakkale Airport",40.13762,26.42199,6197
"CNC","CNC - Coconut Island Airport",-10.049499,143.06686,11721
"CPE","CPE - Ing. Alberto Acuña Ongay International Airport",19.814262,-90.503845,2324
"CPO","CPO - Desierto de Atacama Airport",-27.264328,-70.774055,7399
"CQD","CQD - Shahrekord Airport",32.294605,50.837738,2754
"CRM","CRM - Catarman National Airport",12.50485,124.63632,3793
"CSK","CSK - Cap Skirring Airport",12.388051,-16.741894,11726
"CTN","CTN - Cooktown Airport",-15.445006,145.18454,11727
"CUQ","CUQ - Coen Airport",-13.765548,143.11884,11728
"CYZ","CYZ - Cauayan Airport",16.927141,121.75419,853
"CZS","CZS - Cruzeiro do Sul International Airport",-7.598349,-72.77343,3670
"DAV","DAV - Enrique Malek International Airport",8.3896488,-82.4355146515821,3072
"DBO","DBO - Dubbo City Regional Airport",-32.218864,148.56958,5301
"DCM","DCM - Castres–Mazamet Airport",43.55514,2.290467,3853
"DEX","DEX - Nop Goliath Airport",-4.8540983,139.48558,11734
"DHI","DHI - Dhangadhi Airport",28.755316,80.58257,2739
"DIU","DIU - Diu Airport",20.71332,70.925,4788
"DOD","DOD - Dodoma Airport",-6.169694,35.752277,1609
"DPO","DPO - Devonport Airport",-41.171852,146.4276,4268
"DPT","DPT - Deputatsky Airport",69.3396494,139.9468635,11739
"DQM","DQM - Duqm International Airport",19.497978,57.64107,11740
"DRV","DRV - Dharavandhoo Airport",5.1550217,73.13402,8753
"DSE","DSE - Combolcha Airport",11.109597,39.72616,2496
"DTB","DTB - Silangit Airport",2.262275,98.9878,11743
"DUE","DUE - Dundo Airport",-7.400486,20.81863,2504
"DWD","DWD - Dawadmi Domestic Airport (King Salman bin Abdul Aziz Domestic Airport)",24.449722,44.121113,11745
"EAU","EAU - Chippewa Valley Regional Airport",44.86749,-91.48271,2974
"EBH","EBH - El Bayadh Airport",33.7239665,1.09473942546751,3951
"EFD","EFD - Ellington Field",29.6138235,-95.170689556461,114
"EFK","EFK - Newport State Airport",44.888802,-72.229202,8112
"EGS","EGS - Egilsstaðir Airport",65.276436,-14.409641,8446
"EGV","EGV - Eagle River Union Airport",45.934097,-89.26183,7588
"EIL","EIL - Eielson Air Force Base",64.6431,-147.06383,3454
"EJA","EJA - Yariguíes Airport",7.024833,-73.80724,2100
"EKO","EKO - Elko Regional Airport",40.82782,-115.78621,5503
"EKS","EKS - Shakhtyorsk Airport",49.189644,142.07684,7610
"EMD","EMD - Emerald Airport",-23.569305,148.1743,6918
"EML","EML - Emmen Air Base",47.09185,8.297965,5145
"ENA","ENA - Kenai Municipal Airport",60.570545,-151.24619,5805
"EPR","EPR - Esperance Airport",-33.68273,121.83044,8459
"EPU","EPU - Pärnu Airport",58.421494,24.466341,5276
"ERH","ERH - Moulay Ali Cherif Airport",31.94723315,-4.40128409977642,3328
"ETM","ETM - Ramon Airport",29.7265806,35.0060932,2632
"EUQ","EUQ - Evelio Javier Airport (Antique Airport)",10.760565,121.93173,1721
"EVM","EVM - Eveleth-Virginia Municipal Airport",47.426987,-92.50342,5275
"EVW","EVW - Evanston-Uinta County Burns Field",41.274944,-111.03213,7226
"EWE","EWE - Ewer Airport",-5.492688,138.08556,11766
"FDE","FDE - Førde Airport, Bringeland",61.391632,5.7591534,6030
"FDY","FDY - Findlay Airport",41.0121,-83.66869,3886
"FHZ","FHZ - Fakahina Airport",-15.991843,-140.16476,11769
"FIN","FIN - Finschhafen Airport",-6.6207783,147.853786749526,11770
"FLZ","FLZ - Ferdinand Lumban Tobing Airport",1.5537473,98.896545,3751
"FRS","FRS - Mundo Maya International Airport",16.91466,-89.87722,2484
"FRW","FRW - Francistown Airport",-21.160557,27.481943,3855
"FRY","FRY - Eastern Slopes Regional Airport (FAA: IZG)",43.989243,-70.94897,6248
"FSM","FSM - Fort Smith Regional Airport",35.33664,-94.36422,2631
"FTU","FTU - Tôlanaro Airport (Marillac Airport)",-25.038055,46.955833,4338
"GAL","GAL - Edward G. Pitka Sr. Airport",64.73703,-156.95262,11777
"GBW","GBW - Ginbata Airport[2]",-22.5818187,120.035616433327,11778
"GCH","GCH - Gachsaran Airport[2]",30.335978,50.830677,11779
"GDQ","GDQ - Gondar Airport (Atse Tewodros Airport)",12.520501,37.43384,1899
"GEV","GEV - Gällivare Airport",67.13484,20.812878,11781
"GFN","GFN - Clarence Valley Regional Airport",-29.75956,153.02855,6210
"GGE","GGE - Georgetown County Airport",33.31328,-79.318756,7213
"GGW","GGW - Glasgow Airport (Wokal Field)",48.212677,-106.616264,11784
"GHC","GHC - Great Harbour Cay Airport",25.741722,-77.844154,11785
"GHT","GHT - Ghat Airport",25.142302,10.142317,6238
"GJL","GJL - Jijel Ferhat Abbas Airport",36.793392,5.877775,2438
"GLD","GLD - Goodland Municipal Airport (Renner Field)",39.372627,-101.70549,11788
"GLR","GLR - Gaylord Regional Airport",45.01686,-84.69117,6673
"GLT","GLT - Gladstone Airport",-23.86805,151.22388,5099
"GMA","GMA - Gemena Airport",3.235556,19.77014,2585
"GMO","GMO - Gombe Lawanti International Airport[2]",10.2969752,10.896393554717,1984
"GMQ","GMQ - Golog Maqin Airport[2]",34.41974775,100.299659292545,7179
"GNM","GNM - Guanambi Airport",-14.208975,-42.749092,2434
"GNS","GNS - Binaka Airport",1.1645705,97.70449,3147
"GOB","GOB - Robe Airport",7.11687,40.046646,5519
"GRY","GRY - Grímsey Airport",66.547874,-18.020887,11797
"GSH","GSH - Goshen Municipal Airport",41.524708,-85.794846,4744
"GSL","GSL - Taltheilei Narrows Airport[2] (TC: CFA7)",62.6321559,-111.4926934,11799
"GST","GST - Gustavus Airport",58.42247,-135.70305,11800
"GTS","GTS - The Granites Airport",-20.548552,130.34705,11801
"GTY","GTY - Gettysburg Regional Airport (FAA: W05)",39.841328,-77.274635,3355
"GUR","GUR - Gurney Airport",-10.310449,150.33391,7229
"GVR","GVR - Coronel Altino Machado de Oliveira Airport",-18.897291,-41.986973,1707
"GXF","GXF - Sayun Airport",15.96609974,48.78829956,2662
"GYA","GYA - Guayaramerín Airport",-10.884294,-65.38038,3987
"HAC","HAC - Hachijojima Airport",33.116528,139.78275,11807
"HAD","HAD - Halmstad Airport (Halmstad City Airport)",56.68109,12.814818,4673
"HAO","HAO - Butler County Regional Airport",39.363884,-84.52546,352
"HCQ","HCQ - Halls Creek Airport",-18.234932,127.668076,8492
"HDE","HDE - Brewster Field",40.452099,-99.336502,5265
"HEK","HEK - Heihe Airport",50.178688,127.31357,481
"HGN","HGN - Mae Hong Son Airport",19.301666,97.975,7966
"HHQ","HHQ - Hua Hin Airport",12.627487,99.951546,2927
"HIN","HIN - Sacheon Airport",35.09238,128.08646,1276
"HJR","HJR - Civil Aerodrome Khajuraho",24.81879,79.91663,6073
"HKK","HKK - Hokitika Airport",-42.713997,170.98503,7327
"HLE","HLE - Saint Helena Airport (under construction)",-15.962308,-5.6481185,8556
"HLG","HLG - Wheeling Ohio County Airport",40.18146,-80.64737,2572
"HNB","HNB - Huntingburg Airport",38.24889,-86.95361,6206
"HOE","HOE - Ban Huoeisay Airport",20.258106,100.43724,5824
"HOF","HOF - Al-Ahsa International Airport",25.28936,49.486168,862
"HON","HON - Huron Regional Airport",44.385067,-98.222824,7027
"HPB","HPB - Hooper Bay Airport",61.523182,-166.14513,11824
"HPG","HPG - Shennongjia Hongping Airport",31.62624495,110.339766182268,11825
"HRO","HRO - Boone County Airport",36.26096,-93.15412,4776
"HUU","HUU - Alférez FAP David Figueroa Fernandini Airport",-9.878425,-76.20554,2596
"HXD","HXD - Delingha Airport",37.18914,97.36293,11828
"IFJ","IFJ - Ísafjörður Airport",66.05541,-23.142302,8423
"IKB","IKB - Wilkes County Airport (FAA: UKF)",36.22411,-81.10219,11830
"ILI","ILI - Iliamna Airport",59.75311,-154.91264,11831
"ILQ","ILQ - Ilo Airport",-17.69499969,-71.34400177,4372
"ILY","ILY - Islay Airport (Glenegedale Airport)",55.68493,-6.249992,11833
"INU","INU - Nauru International Airport",-0.5446408,166.91759,8744
"IPC","IPC - Mataveri International Airport (Isla de Pascua Airport)",-27.158724,-109.43004,7842
"IPI","IPI - San Luis Airport",0.861925,-77.6718,2536
"IPN","IPN - Usiminas Airport",-19.47443,-42.487686,1225
"IPT","IPT - Williamsport Regional Airport",41.24528,-76.91891,2675
"IRG","IRG - Lockhart River Airport",-12.787134,143.30492,11839
"IRI","IRI - Iringa Airport (Nduli Airport)",-7.6669035,35.7557,3490
"ISO","ISO - Kinston Regional Jetport (Stallings Field)",35.324726,-77.61136,4472
"ITU","ITU - Iturup Airport",45.256389,147.95549,11842
"IUE","IUE - Niue International Airport (Hanan Int'l)",-19.077778,-169.92667,8479
"IVL","IVL - Ivalo Airport",68.60857,27.420036,7905
"IXK","IXK - Keshod Airport",21.318003,70.267044,1916
"IYK","IYK - Inyokern Airport",35.652565,-117.82729,5602
"IZT","IZT - Ixtepec Airport",16.438808,-95.09019,2121
"JAA","JAA - Jalalabad Airport",34.400833,70.49722,2087
"JAE","JAE - Jaén Airport",-5.5950503,-78.7742,3794
"JAU","JAU - Francisco Carle Airport",-11.784048,-75.47359,1621
"JHL","JHL - Fort MacKay/Albian Aerodrome (TC: CAL4)",57.22414,-111.41892,4242
"JHM","JHM - Kapalua Airport",20.963455,-156.67274,3134
"JIJ","JIJ - Wilwal International Airport",9.33331245,42.9124951158685,2925
"JIM","JIM - Aba Segud Airport",7.665595,36.820183,2766
"JKR","JKR - Janakpur Airport",26.708828,85.924034,2731
"JNX","JNX - Naxos Island National Airport",37.081055,25.369726,11856
"JOE","JOE - Joensuu Airport",62.657875,29.61478,3310
"JOS","JOS - Yakubu Gowon Airport",9.639567,8.866603,1218
"JQA","JQA - Qaarsut Airport (Uummannaq/Qaarsut Airport)",70.73369,-52.69487,8502
"JSR","JSR - Jessore Airport",23.177055,89.16042,1656
"JSY","JSY - Syros Island National Airport",37.422142,24.94766,5548
"JTC","JTC - Moussa Nakhl Tobias–Bauru/Arealva State Airport",-22.165993,-49.07217,1206
"KAD","KAD - Kaduna Airport",10.694085,7.3230953,1013
"KAJ","KAJ - Kajaani Airport",64.28453,27.68015,4941
"KAZ","KAZ - Kao Airport",1.185279965,127.8960037,11865
"KCK","KCK - Kirensk Airport",57.77019,108.05116,7287
"KDH","KDH - Kandahar International Airport",31.5023,65.85072,1230
"KES","KES - Kelsey Airport",56.037792,-96.509605,11868
"KFE","KFE - Fortescue Dave Forrest Airport",-22.290089,119.43327,11869
"KFS","KFS - Kastamonu Airport",41.316853,33.79888,5180
"KGC","KGC - Kingscote Airport",-35.715134,137.52588,11871
"KGI","KGI - Kalgoorlie-Boulder Airport",-30.78547,121.45808,5696
"KHD","KHD - Khorramabad Airport",33.438198,48.285812,1714
"KHM","KHM - Khamti Airport",25.987867,95.67406,11874
"KHZ","KHZ - Kauehi Airport",-15.780332,-145.12561,11875
"KIF","KIF - Kingfisher Lake Airport",53.01446,-89.85619,11876
"KIT","KIT - Kithira Island National Airport",36.270462,23.01486,11877
"KKA","KKA - Koyuk Alfred Adams Airport",64.93915,-161.15482,11878
"KKE","KKE - Kerikeri Airport (Bay of Islands Airport)",-35.263355,173.91206,7871
"KKJ","KKJ - Kitakyushu Airport",33.83811,131.0321,531
"KLW","KLW - Klawock Airport (FAA: AKW)",55.579216,-133.07103,11881
"KMS","KMS - Kumasi Airport",6.7144394,-1.5925808,456
"KOP","KOP - Nakhon Phanom Airport",17.388943,104.64458,3749
"KOV","KOV - Kokshetau Airport",53.33346,69.59102,3123
"KRN","KRN - Kiruna Airport",67.82394,20.336618,5943
"KRP","KRP - Karup Airport",56.298443,9.108016,5504
"KSF","KSF - Kassel Airport",51.416412,9.386186,864
"KSH","KSH - Shahid Ashrafi Esfahani Airport (Kermanshah Airport)",34.35527,47.146152,870
"KSJ","KSJ - Kasos Island Public Airport",35.42046,26.91435,11889
"KSL","KSL - Kassala Airport",15.386861,36.3306,1356
"KSZ","KSZ - Kotlas Airport",61.237022,46.69663,3596
"KUA","KUA - Sultan Haji Ahmad Shah Airport (RMAF Kuantan)",3.7807465,103.214966,1100
"KUO","KUO - Kuopio Airport",63.006527,27.797197,2854
"KUV","KUV - Gunsan Airport",35.925922,126.61566,3646
"KXU","KXU - Katiu Airport",-16.341045,-144.40349,11895
"LAH","LAH - Oesman Sadik Airport",-0.6378785,127.50142,11896
"LAO","LAO - Laoag International Airport",18.182106,120.531784,1116
"LAW","LAW - Lawton–Fort Sill Regional Airport",34.572662,-98.41592,3431
"LBS","LBS - Labasa Airport",-16.8031,179.34073,5868
"LBU","LBU - Labuan Airport",5.2944374,115.24925,8778
"LDH","LDH - Lord Howe Island Airport",-31.539171,159.07826,11901
"LEA","LEA - RAAF Learmonth (Learmonth Airport)",-22.23119,114.08881,8430
"LEE","LEE - Leesburg International Airport",28.82431,-81.80838,2521
"LEQ","LEQ - Land's End Airport",50.102127,-5.6678267,3680
"LEU","LEU - La Seu d'Urgell Airport",42.33775,1.4058946,3932
"LFR","LFR - La Fría Airport",8.237324,-72.26865,3889
"LGI","LGI - Deadman's Cay Airport",23.178904,-75.09393,11907
"LKA","LKA - Gewayantana Airport",-8.274545,123.00233,11908
"LLI","LLI - Lalibela Airport",11.975203,38.981155,6883
"LLK","LLK - Lankaran International Airport",38.758617,48.806404,3534
"LLO","LLO - Palopo Lagaligo Airport",-3.082997,120.245018,2340
"LMC","LMC - La Macarena Airport",2.1779118,-73.78753,5399
"LNJ","LNJ - Lincang Airport",23.741274,100.02648,376
"LNN","LNN - Lost Nation Airport",41.680847,-81.39958,239
"LOE","LOE - Loei Airport",17.445744,101.726715,4999
"LOH","LOH - Ciudad de Catamayo Airport",-3.9968283,-79.369965,2520
"LOK","LOK - Lodwar Airport",3.1231525,35.610775,6643
"LPI","LPI - Linköping/Saab Airport",58.40744,15.657141,2423
"LPY","LPY - Le Puy – Loudes Airport",45.075233,3.7629657,6005
"LRT","LRT - Lorient South Brittany Airport (Lann-Bihoué Airport)",47.754097,-3.4372778,1849
"LSF","LSF - Lawson Army Airfield",32.337925,-84.99215,1720
"LSV","LSV - Nellis Air Force Base",36.241417,-115.050804,260
"LSW","LSW - Malikus Saleh Airport",5.2287874,96.949104,2735
"LSY","LSY - Lismore Airport",-28.836655,153.26329,4415
"LUA","LUA - Tenzing-Hillary Airport",27.687542,86.73171,11925
"LUL","LUL - Hesler-Noble Field",31.666468,-89.16969,3237
"LUO","LUO - Luena Airport",-11.767036,19.894608,6292
"LUQ","LUQ - Brigadier Mayor César Raúl Ojeda Airport",-33.275036,-66.35074,2823
"LUR","LUR - Cape Lisburne LRRS Airport",68.87549,-166.11217,11929
"LUV","LUV - Karel Sadsuitubun Airport",-5.7563653,132.76021,3990
"LWE","LWE - Wonopito Airport",-8.3717836,123.4184039,11931
"LWN","LWN - Shirak Airport",40.75111,43.85427,2814
"LXG","LXG - Louang Namtha Airport",20.954252,101.40072,8396
"MAK","MAK - Malakal Airport",9.558889,31.652222,3048
"MAM","MAM - General Servando Canales International Airport",25.770988,-97.53094,805
"MAQ","MAQ - Mae Sot Airport",16.70204,98.54372,5349
"MAZ","MAZ - Eugenio María de Hostos Airport",18.255083,-67.14848,3321
"MBE","MBE - Monbetsu Airport",44.306587,143.40695,6282
"MBI","MBI - Mbeya Airport",-8.9199915,33.464626,1578
"MBT","MBT - Moises R. Espinosa Airport (Masbate Airport)",12.366758,123.62703,2344
"MEC","MEC - Eloy Alfaro International Airport",-0.9529062,-80.68416,1404
"MEJ","MEJ - Port Meadville Airport (FAA: GKJ)",41.626266,-80.21405,4513
"MEQ","MEQ - Cut Nyak Dhien Airport",4.038067,96.25866,4411
"MEU","MEU - Serra do Areão Airport",-0.8882582,-52.599552,11944
"MFK","MFK - Matsu Beigan Airport",26.224361,120.00102,7801
"MGH","MGH - Margate Airport",-30.86014,30.34388,4762
"MHC","MHC - Mocopulli Airport",-42.348244,-73.72033,4719
"MHE","MHE - Mitchell Municipal Airport",43.774323,-98.03859,6776
"MHQ","MHQ - Mariehamn Airport",60.124832,19.907478,7249
"MHZ","MHZ - RAF Mildenhall",52.361362,0.4866429,5443
"MII","MII - Frank Miloye Milenkowichi–Marília State Airport",-22.19709,-49.92981,1791
"MIU","MIU - Maiduguri International Airport",11.854167,13.083889,718
"MIV","MIV - Millville Municipal Airport",39.371296,-75.07097,7575
"MJK","MJK - Shark Bay Airport",-25.889652,113.57657,11954
"MJN","MJN - Amborovy Airport (Philibert Tsiranana Airport)",-15.666389,46.350834,2973
"MJU","MJU - Tampa Padang Airport",-2.5886278,119.0293,8834
"MKY","MKY - Mackay Airport",-21.170567,149.18077,6070
"MLO","MLO - Milos Island National Airport",36.69787,24.469734,11958
"MNA","MNA - Melangguane Airport",4.0059175,126.67476,11959
"MNC","MNC - Nacala Airport",-14.493582,40.708298,2510
